NOMDPO,LIBPRD,NUMCPT,MOIS,CODGVR,CODLOC,SUM(MNTHT),prixHT,SUM(QTEPRD)
GOULETTE,APS AGILIX PREMIUM ESS.,HERGLA,18-Jul,SOUSSE,HERGLA,5097.732,1699.244,3
GOULETTE,GASOIL,ENNASR ARIANA,18-Nov,ARIANA,ENNASR,120662.688,1256.903,96
GOULETTE,GASOIL,KERKENNAH,18-Jul,SFAX,MELLITA KERKENNAH,3571.593,1190.531,3
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,SIDI BOUSAID,18-Aug,TUNIS,SIDI BOUSAID,35796.878,1556.386,23
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,SFAX TENIOUR,18-Aug,SFAX,SFAX,24902.176,1556.386,16
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,SIDI BOUZID,18-Aug,SIDI BOUZID,SIDI BOUZID,38909.65,1556.386,25
BIZERTE CARBURANT,GASOIL,PORT DE SFAX,18-Aug,SFAX,SFAX,15476.903,1190.531,13
BIZERTE CARBURANT,GASOIL,CITE EL HABIB - SFAX GPL,18-Aug,SFAX,SFAX,16667.434,1190.531,14
BIZERTE CARBURANT,GASOIL,METLAOUI,18-Aug,GAFSA,METLAOUI,23810.62,1190.531,20
GOULETTE,SSP SUPER SANS PLOMB,EL BATEN,18-Aug,KAIROUAN,EL BATEN,20233.018,1556.386,13
BIZERTE CARBURANT,GASOIL 50,EL BDERNA,18-Aug,SFAX,EL BDARNA,10057.082,1436.726,7
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,METLAOUI,18-Aug,GAFSA,METLAOUI,63811.826,1556.386,41
SKHIRA,GASOIL 50,FOUSSANA,18-Aug,KASSERINE,FOUSSANA,30171.246,1436.726,21
GOULETTE,GASOIL,JENDOUBA GP17,18-Aug,JENDOUBA,JENDOUBA,55954.957,1190.531,47
SKHIRA,SSP SUPER SANS PLOMB,ENTREE SUD,18-Aug,TUNIS,KABARIA,99608.704,1556.386,64
SKHIRA,GASOIL 50,MNIHLA,18-Aug,ARIANA,M'NIHLA,11493.808,1436.726,8
SKHIRA,SSP SUPER SANS PLOMB,MNIHLA,18-Aug,ARIANA,M'NIHLA,45135.194,1556.386,29
GOULETTE,SSP SUPER SANS PLOMB,EL JEM,18-Aug,MAHDIA,EL JEM,35796.878,1556.386,23
GOULETTE,APS AGILIX PREMIUM ESS.,S. LAHED .S,18-Aug,SOUSSE,SOUSSE,15293.196,1699.244,9
GOULETTE,GASOIL,SIDGHEYNE,18-Aug,MEDENINE,HOUMT SOUK,8333.717,1190.531,7
GOULETTE,GASOIL,KERKENNAH,18-Aug,SFAX,KERKENAH,7143.186,1190.531,6
GOULETTE,SSP SUPER SANS PLOMB,GABES GP1,18-Aug,GABES,GABES,15563.86,1556.386,10
GOULETTE,GASOIL,KSOUR ESSEF,18-Aug,MAHDIA,KSOUR ESSAF,5952.655,1190.531,5
GOULETTE,GASOIL,MEDNINE,18-Aug,MEDENINE,MEDENINE,21429.558,1190.531,18
SKHIRA,SSP SUPER SANS PLOMB,EL BDERNA,18-Sep,SFAX,EL BDARNA,92892.28,1601.591034,58
BIZERTE CARBURANT,GASOIL 50,REGUEB,18-Aug,SIDI BOUZID,ERREGUEB,7183.63,1436.726,5
GOULETTE,GASOIL,DJEBEL JELLOUD,18-Sep,TUNIS,JEBEL JELLOUD,122114.542,1246.066755,98
SKHIRA,GASOIL 50,SORTIE SUD Z4,18-Aug,TUNIS,TUNIS VILLE,34481.424,1436.726,24
GOULETTE,SSP SUPER SANS PLOMB,M. SALEM,18-Sep,NABEUL,EL HAOUARIA,102583.543,1602.867859,64
GOULETTE,GASOIL,EL MRAZKA,18-Sep,NABEUL,HAMMAMET,111466.135,1252.428483,89
SKHIRA,SSP SUPER SANS PLOMB,HAMMAM LIF,18-Aug,BEN AROUS,HAMMAM-LIF,42022.422,1556.386,27
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,SOUSSE MED  ALI,18-Aug,SOUSSE,SOUSSE,23345.79,1556.386,15
BIZERTE CARBURANT,GASOIL 50,JEMMAL,18-Aug,MONASTIR,JAMMEL,5746.904,1436.726,4
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,HERGLA,18-Aug,SOUSSE,HERGLA,17120.246,1556.386,11
SKHIRA,GASOIL 50,ZAGHOUAN,18-Aug,ZAGHOUAN,ZAGHOUAN,7183.63,1436.726,5
BIZERTE CARBURANT,GASOIL 50,OUEDHREF,18-Aug,GABES,OUEDHREF,5746.904,1436.726,4
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,OUEDHREF,18-Aug,GABES,OUEDHREF,6225.544,1556.386,4
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,GRIAAT N. PK29,18-Aug,BEJA,MEDJEZ EL BAB,49804.352,1556.386,32
ZARZIS,GASOIL 50,ESSAIDA,18-Aug,SIDI BOUZID,ERREGUEB,4310.178,1436.726,3
GOULETTE,SSP SUPER SANS PLOMB,EL KANTRA,18-Aug,MEDENINE,ZARZIS,24902.176,1556.386,16
BIZERTE CARBURANT,GASOIL 50,M. HACHED,18-Aug,MAHDIA,MENZEL HACHED,4310.178,1436.726,3
SKHIRA,SSP SUPER SANS PLOMB,EL ALA,18-Aug,KAIROUAN,EL ALA,17120.246,1556.386,11
GOULETTE,SSP SUPER SANS PLOMB,ENNASR ARIANA,18-Jun,ARIANA,ENNASR,1108227.774,1509.847104,734
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,MNIHLA,18-Aug,ARIANA,M'NIHLA,10894.702,1556.386,7
SKHIRA,GASOIL,Rte de RAOUED,18-Aug,ARIANA,ARIANA,8333.717,1190.531,7
